1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
3.1,7.58,6.43,3.89,7.13,D,F,165,Environmental Science and Health,0.0
3.94,5.05,6.99,5.06,4.52,E,Female,241,Aeronautics and Aviation Science,0.0
3.29,6.05,3.79,5.78,6.88,D,Male,165,Aeronautics and Aviation Science,0.0
5.85,6.59,4.38,5.82,6.84,C,Female,115,Environmental Science and Health,0.0
4.86,6.59,4.41,8.39,4.92,D,Female,241,Environmental Science and Health,2035.32
4.37,7.1,8.28,7.27,6.13,D,M,165,Environmental Science and Health,627.27
3.81,5.4,3.56,8.87,6.96,C,F,241,Aeronautics and Aviation Science,12463.05
3.63,3.5,6.27,6.53,8.78,D,Male,116,Public Relations and Administration,0.0
7.9,3.84,6.42,5.26,7.31,E,F,165,Environmental Science and Health,0.0
8.26,3.61,6.38,7.74,4.77,C,Female,115,Environmental Science and Health,10425.02
5.46,6.68,8.22,5.87,4.74,C,F,116,Economics,4865.19
6.13,3.37,7.66,8.26,5.78,E,Male,165,Economics,0.0
3.76,7.31,4.65,7.38,6.9,B,Female,165,Environmental Science and Health,0.0
6.84,3.61,6.71,6.94,7.47,E,F,115,Economics,388.15
4.84,5.79,4.94,7.14,4.19,A,Male,165,Environmental Science and Health,0.0
7.56,4.07,8.68,8.47,9.4,D,Female,116,Art,0.0
7.3,6.79,6.09,3.92,7.11,A,F,165,Engineering,0.0
2.92,6.23,3.5,8.14,4.37,D,F,241,Aeronautics and Aviation Science,3937.98
3.81,7.81,7.59,3.69,9.64,B,Male,115,Engineering,0.0
3.51,7.01,4.24,4.33,7.0,C,M,241,Economics,0.0
6.57,7.48,6.0,4.56,9.65,D,Female,241,Economics,0.0
4.5,5.55,6.13,6.77,8.64,A,M,241,Public Relations and Administration,0.0
8.74,7.27,4.48,8.54,8.95,C,F,115,Environmental Science and Health,0.0
4.06,4.9,8.29,5.55,4.22,D,Female,241,Art,12024.31
7.23,5.42,7.12,5.5,7.91,C,Female,165,Economics,5563.2
4.03,6.6,4.06,7.03,9.43,B,F,115,Public Relations and Administration,0.0
6.01,3.77,7.55,8.17,8.5,A,Female,241,Art,0.0
4.54,6.16,6.23,7.38,8.0,C,M,116,Environmental Science and Health,0.0
5.36,7.16,7.83,8.77,4.31,A,M,116,Art,7361.44
6.13,4.95,4.4,5.85,4.96,B,F,115,Environmental Science and Health,0.0
3.92,7.89,5.92,6.89,9.49,C,Female,116,Engineering,6169.73
5.83,6.5,7.11,7.45,4.92,C,F,165,Economics,6256.54
5.14,4.59,4.79,7.13,9.13,D,M,165,Economics,2856.98
8.16,6.79,8.28,4.86,5.41,C,F,116,Environmental Science and Health,9481.23
7.13,7.39,4.19,4.56,4.59,D,M,241,Art,14315.29
5.63,7.16,4.55,4.8,9.43,D,F,115,Engineering,9241.06
8.41,4.18,6.92,5.72,9.0,E,F,241,Environmental Science and Health,0.0
3.84,7.25,5.93,8.47,5.47,B,Female,116,Environmental Science and Health,0.0
8.21,6.58,8.33,6.91,6.99,D,Female,115,Engineering,0.0
3.67,7.06,6.69,8.66,9.55,C,F,115,Environmental Science and Health,0.0
8.66,5.02,4.67,4.04,9.63,E,Female,115,Economics,0.0
3.49,6.77,7.89,5.99,6.02,C,F,115,Engineering,0.0
4.37,8.24,8.23,4.54,6.4,C,Male,241,Engineering,5585.63
3.04,3.74,7.14,6.98,6.69,D,F,115,Environmental Science and Health,0.0
7.27,5.73,5.51,3.93,5.71,D,F,165,Environmental Science and Health,9111.28
3.76,8.24,5.56,5.72,7.2,A,Female,241,Engineering,0.0
5.01,5.53,7.7,7.37,4.59,B,Male,115,Art,0.0
6.95,5.61,4.74,8.06,4.46,C,Female,241,Public Relations and Administration,1392.24
8.81,3.48,6.76,6.37,9.67,B,M,115,Economics,10008.91
5.19,7.85,4.33,7.12,7.11,C,M,116,Art,6239.81
4.8,5.78,6.01,7.87,8.68,B,M,116,Engineering,0.0
3.39,7.72,8.16,4.38,7.97,C,Female,241,Public Relations and Administration,0.0
5.29,5.71,6.35,4.05,8.29,C,F,241,Engineering,0.0
8.01,7.11,7.78,6.28,5.17,B,Female,241,Environmental Science and Health,0.0
8.9,3.31,8.18,5.24,4.49,B,Female,241,Public Relations and Administration,4587.12
4.41,6.18,5.01,8.11,5.87,C,Male,241,Economics,0.0
7.6,8.15,5.58,5.47,6.35,D,M,165,Public Relations and Administration,0.0
6.4,5.12,5.07,5.9,6.42,D,F,115,Engineering,0.0
7.13,4.51,7.72,8.35,4.81,C,F,116,Environmental Science and Health,0.0
7.8,7.56,5.86,8.61,4.73,D,Female,165,Public Relations and Administration,0.0
4.8,7.92,7.56,6.48,4.15,C,Female,115,Economics,0.0
5.84,7.63,6.32,8.01,6.15,D,Male,241,Engineering,0.0
7.1,6.85,5.32,8.47,7.42,B,F,115,Economics,0.0
8.85,4.64,4.05,8.15,8.05,B,M,116,Public Relations and Administration,6040.6
5.38,5.86,5.11,8.18,7.81,B,F,116,Art,1136.91
5.47,6.0,5.7,4.76,5.2,D,F,116,Engineering,0.0
4.8,5.44,4.69,6.53,8.49,B,F,116,Environmental Science and Health,0.0
6.08,7.69,3.62,8.1,5.56,C,M,165,Public Relations and Administration,0.0
5.19,5.83,3.7,8.22,7.69,C,M,165,Environmental Science and Health,0.0
4.61,7.12,3.63,8.15,7.72,D,Male,165,Engineering,0.0
3.8,3.38,5.68,7.29,6.65,D,F,241,Engineering,0.0
5.03,3.84,4.9,5.98,5.75,D,Female,241,Aeronautics and Aviation Science,0.0
6.21,6.44,6.55,7.54,9.41,E,Male,241,Engineering,8983.43
7.1,4.45,6.37,4.33,4.21,D,Female,241,Aeronautics and Aviation Science,0.0
6.89,6.25,5.06,4.42,4.47,C,Female,115,Public Relations and Administration,4926.25
3.17,3.7,8.5,3.58,8.74,C,M,241,Engineering,0.0
7.85,6.83,7.53,8.37,5.84,D,Male,116,Engineering,0.0
7.09,5.47,4.1,8.61,8.69,C,M,116,Environmental Science and Health,0.0
6.72,5.63,3.62,7.42,4.65,D,Male,115,Environmental Science and Health,12634.13
4.81,4.54,7.16,5.16,9.21,E,Female,115,Engineering,638.55
7.44,8.14,8.59,5.81,6.25,E,M,115,Environmental Science and Health,0.0
7.4,5.67,7.64,4.64,5.41,E,Male,165,Engineering,11560.05
4.67,4.95,7.25,6.85,8.38,C,F,165,Environmental Science and Health,0.0
3.15,3.37,8.27,8.79,4.32,D,Female,116,Engineering,0.0
8.96,6.76,7.0,5.92,8.02,E,M,116,Economics,0.0
8.01,3.58,7.03,5.92,8.71,D,Female,165,Environmental Science and Health,0.0
5.77,8.19,5.93,4.65,9.19,C,F,115,Engineering,15080.02
3.06,3.68,8.03,7.72,8.75,D,M,116,Economics,0.0
7.15,3.33,8.15,8.69,4.18,C,M,115,Economics,10943.89
3.31,6.52,7.4,4.41,9.07,C,Male,165,Art,11646.3
4.32,5.75,6.26,8.5,4.92,D,M,241,Engineering,13542.09
6.81,6.59,4.87,3.77,6.39,D,F,115,Economics,0.0
3.64,6.13,4.12,4.45,8.94,A,Female,241,Environmental Science and Health,4558.69
4.53,6.94,7.48,6.75,8.58,B,Male,116,Aeronautics and Aviation Science,0.0
7.02,4.41,5.87,6.78,8.97,B,Male,116,Aeronautics and Aviation Science,7317.9
5.77,5.15,8.68,6.13,4.77,B,F,241,Economics,5870.69
8.69,4.45,7.22,4.22,5.77,A,Female,165,Public Relations and Administration,0.0
4.05,5.04,4.72,3.6,8.91,E,F,165,Engineering,3565.25
5.34,4.76,4.87,3.95,4.12,A,F,165,Environmental Science and Health,0.0
7.74,7.25,7.51,5.12,7.25,D,Female,115,Engineering,0.0
3.35,6.15,4.96,7.27,7.24,C,F,116,Environmental Science and Health,0.0
8.47,7.52,4.14,7.91,6.09,D,M,241,Public Relations and Administration,0.0
7.17,5.36,8.06,8.15,5.24,A,Male,165,Art,0.0
3.21,4.56,7.58,4.45,5.03,D,M,115,Aeronautics and Aviation Science,0.0
3.67,7.75,5.3,4.17,9.33,C,M,241,Environmental Science and Health,0.0
8.66,4.14,5.84,7.13,8.93,D,Male,165,Environmental Science and Health,0.0
3.25,8.11,6.82,7.08,4.97,D,M,116,Engineering,0.0
5.52,6.4,3.55,3.8,4.26,D,Male,115,Engineering,0.0
5.44,4.28,8.19,8.58,7.5,A,Female,165,Environmental Science and Health,0.0
7.32,5.84,6.39,5.39,8.72,D,Male,115,Public Relations and Administration,9328.32
3.5,4.12,6.28,5.28,4.44,D,M,165,Engineering,0.0
4.48,4.56,6.39,7.16,8.39,C,F,115,Economics,0.0
7.62,4.35,5.76,7.48,6.66,D,M,115,Art,0.0
3.86,6.93,7.67,4.19,4.61,E,M,115,Environmental Science and Health,0.0
7.28,7.55,7.8,5.81,8.36,B,Male,241,Art,0.0
7.97,6.63,3.65,7.86,5.72,C,Female,115,Economics,0.0
6.68,5.6,4.89,7.1,4.31,C,F,165,Aeronautics and Aviation Science,0.0
3.29,5.44,5.98,8.12,7.07,D,F,241,Engineering,7733.02
6.67,5.8,3.75,5.83,6.67,A,F,241,Economics,0.0
6.93,3.41,5.17,3.94,6.9,E,Male,115,Environmental Science and Health,0.0
4.17,5.48,6.85,5.71,7.93,E,F,116,Economics,10147.92
6.9,7.06,8.03,4.64,9.17,E,Female,116,Public Relations and Administration,0.0
8.71,6.55,5.98,4.21,6.77,D,Female,115,Art,0.0
8.6,4.68,5.2,4.89,6.42,B,Female,115,Public Relations and Administration,0.0
8.96,3.73,4.72,4.78,8.8,C,F,241,Engineering,0.0
7.32,7.45,5.62,4.26,6.62,C,F,116,Economics,12954.14
8.91,5.51,4.26,6.04,7.63,D,Female,165,Engineering,0.0
6.01,7.21,4.09,4.51,6.5,A,M,116,Art,0.0
8.46,7.08,6.27,4.41,5.2,E,F,165,Environmental Science and Health,0.0
5.21,5.19,4.16,7.29,4.88,B,F,241,Environmental Science and Health,0.0
3.19,6.47,4.32,5.32,5.59,E,M,116,Public Relations and Administration,0.0
5.62,7.88,6.69,6.39,4.59,E,Female,115,Environmental Science and Health,0.0
8.47,8.2,4.85,4.87,7.57,E,Male,116,Engineering,14233.76
7.19,3.34,7.78,8.83,8.76,D,Male,241,Art,0.0
6.8,5.0,4.42,8.91,9.34,D,M,115,Economics,0.0
7.99,3.67,6.08,7.05,9.55,C,Female,116,Art,0.0
5.34,4.71,8.09,8.83,6.21,B,Male,241,Economics,0.0
8.77,5.77,5.6,5.05,6.99,D,F,115,Economics,0.0
7.83,3.87,5.12,8.12,7.13,C,F,241,Public Relations and Administration,0.0
8.07,3.66,7.09,5.9,5.92,D,F,165,Economics,14813.92
3.71,8.03,7.09,6.18,6.32,C,Male,241,Aeronautics and Aviation Science,0.0
3.2,5.7,8.42,7.43,7.24,B,M,241,Engineering,1378.82
4.63,3.87,8.21,7.13,7.85,D,F,241,Environmental Science and Health,8360.74
7.2,3.4,8.36,5.06,5.83,C,Male,241,Economics,0.0
8.1,5.79,7.29,5.33,5.32,B,F,115,Engineering,0.0
4.97,7.87,8.27,7.63,8.12,D,Female,116,Engineering,0.0
5.93,4.1,8.19,6.04,7.34,C,F,165,Engineering,5548.09
6.71,7.82,6.7,6.51,4.67,E,F,165,Economics,5514.05
5.9,5.11,8.22,5.46,8.29,D,M,241,Art,2751.78
7.19,7.57,6.3,7.18,7.67,B,M,115,Economics,0.0
5.4,3.38,5.92,6.56,6.51,D,Female,116,Aeronautics and Aviation Science,0.0
3.65,6.23,7.3,5.08,5.27,E,Female,165,Art,7617.76
8.44,6.23,6.99,5.72,7.92,E,Male,165,Public Relations and Administration,0.0
8.01,7.51,4.33,4.36,7.55,C,M,241,Environmental Science and Health,0.0
8.65,5.22,6.96,8.25,5.39,E,M,241,Economics,3826.22
8.97,5.25,5.74,7.9,8.39,B,Female,116,Public Relations and Administration,897.1
4.63,6.76,8.36,4.36,8.5,E,M,115,Economics,3070.36
5.8,5.23,6.55,8.19,9.67,D,M,241,Economics,7034.04
8.22,7.53,6.5,6.86,8.45,C,Female,241,Engineering,3236.36
6.03,3.29,4.2,5.09,8.31,D,M,165,Environmental Science and Health,0.0
8.85,6.23,3.54,4.29,7.69,D,F,241,Environmental Science and Health,0.0
8.92,3.73,8.09,3.71,5.88,C,F,116,Environmental Science and Health,4206.72
3.08,7.83,7.61,8.22,5.15,B,F,241,Engineering,4525.53
6.0,4.54,6.04,7.81,5.83,D,M,165,Economics,0.0
8.45,7.27,4.73,3.71,8.91,D,Female,115,Aeronautics and Aviation Science,0.0
3.44,8.1,6.09,7.57,8.08,C,F,241,Engineering,11628.86
5.04,6.46,4.64,6.25,8.41,D,Female,241,Environmental Science and Health,3692.37
8.58,5.88,7.19,6.21,5.02,E,Male,115,Engineering,11303.51
3.84,7.02,6.53,6.25,9.3,D,Female,241,Art,1627.52
4.29,7.57,5.66,3.69,5.88,C,Male,165,Engineering,0.0
7.72,7.79,8.63,3.77,7.22,D,M,116,Public Relations and Administration,0.0
8.56,3.51,4.95,5.01,5.54,C,F,116,Engineering,0.0
4.97,5.15,6.15,6.0,4.17,B,Female,116,Art,0.0
3.39,6.11,6.53,8.19,4.72,C,Male,165,Environmental Science and Health,0.0
8.28,4.83,3.68,5.86,5.33,C,Male,165,Engineering,2598.55
8.13,6.17,6.27,3.93,6.83,D,F,165,Economics,10563.81
5.07,4.12,4.45,3.54,8.59,B,Male,165,Environmental Science and Health,0.0
5.27,6.66,8.6,4.39,8.12,B,Female,115,Environmental Science and Health,0.0
5.01,5.98,5.99,7.46,5.45,C,Female,115,Economics,0.0
4.0,6.27,8.12,7.79,8.77,C,M,165,Art,12250.51
6.49,5.17,4.16,7.38,5.86,C,M,241,Art,0.0
8.46,6.05,8.33,4.59,5.93,C,Male,165,Aeronautics and Aviation Science,0.0
6.55,3.86,7.09,7.53,6.56,D,F,116,Public Relations and Administration,0.0
2.98,7.02,7.22,4.7,8.15,B,F,116,Art,14310.12
2.91,4.0,4.43,8.27,6.37,E,Female,115,Environmental Science and Health,0.0
5.36,3.71,6.37,4.63,6.36,A,Female,165,Art,0.0
3.77,4.64,4.2,5.91,7.19,D,Male,116,Aeronautics and Aviation Science,0.0
3.56,7.98,5.75,4.62,7.57,D,Male,115,Engineering,0.0
6.7,4.01,5.05,3.64,5.68,A,Male,115,Public Relations and Administration,0.0
4.13,8.06,3.55,4.67,9.58,C,F,116,Art,0.0
5.47,7.18,5.23,3.79,7.48,D,M,115,Economics,8695.09
5.27,7.4,6.43,7.7,8.28,C,Female,165,Economics,0.0
6.36,4.59,7.64,7.13,4.57,D,M,241,Economics,0.0
8.43,3.58,5.19,7.74,5.99,E,Female,116,Public Relations and Administration,2048.51
8.34,5.42,8.08,3.78,5.64,C,M,241,Engineering,0.0
7.97,4.81,8.64,4.87,4.16,C,Female,115,Economics,9357.54
7.09,3.47,4.47,6.07,9.02,B,M,165,Engineering,0.0
8.76,6.87,4.01,8.55,8.36,D,M,165,Environmental Science and Health,0.0
7.18,5.25,3.74,5.4,4.43,C,Male,115,Economics,0.0
4.13,3.52,6.14,8.98,9.59,D,F,116,Engineering,8891.53
8.97,8.01,8.65,4.94,4.65,C,M,116,Public Relations and Administration,0.0
7.57,6.45,7.11,8.61,6.22,C,Female,115,Economics,0.0
6.37,6.81,8.29,5.51,6.0,D,Female,115,Environmental Science and Health,0.0
3.8,4.77,5.97,3.76,7.36,E,F,165,Public Relations and Administration,0.0
5.64,5.86,5.06,4.19,8.6,D,Male,241,Environmental Science and Health,0.0
7.11,8.0,8.45,3.61,6.13,E,Female,116,Engineering,8665.32
8.02,7.19,5.83,4.08,6.74,B,Male,115,Aeronautics and Aviation Science,11524.13
6.38,3.48,4.08,8.83,7.18,E,Female,241,Engineering,0.0
3.62,7.84,8.38,5.15,9.66,C,Male,241,Public Relations and Administration,7413.16
7.65,6.46,8.29,4.87,7.0,D,F,115,Environmental Science and Health,0.0
8.84,7.82,8.64,8.6,8.78,E,F,241,Art,0.0
7.97,7.32,3.97,8.68,6.35,E,F,116,Engineering,0.0
3.62,5.59,4.73,8.2,7.06,C,Female,165,Economics,11774.36
8.08,4.35,5.92,5.34,6.29,C,Male,116,Environmental Science and Health,0.0
4.71,7.3,8.67,8.13,7.23,D,Female,241,Aeronautics and Aviation Science,0.0
5.08,5.57,7.76,3.58,6.48,E,Male,165,Economics,12469.17
5.54,3.43,8.27,6.91,9.09,D,F,116,Aeronautics and Aviation Science,0.0
6.81,5.51,3.66,6.31,7.99,E,M,165,Engineering,0.0
4.17,4.8,7.52,3.95,7.13,D,M,116,Art,0.0
7.96,6.44,5.13,8.38,6.92,C,M,116,Economics,11995.34
3.89,4.25,8.6,4.53,4.67,C,Male,165,Environmental Science and Health,0.0
7.06,3.94,7.18,7.09,6.09,C,F,116,Engineering,0.0
4.86,5.94,8.34,6.9,5.04,B,M,165,Engineering,0.0
4.45,6.83,8.03,6.74,7.54,C,M,165,Public Relations and Administration,0.0
8.92,5.52,5.67,5.18,6.18,D,M,165,Engineering,8521.11
7.99,4.16,3.88,5.44,5.57,D,M,165,Environmental Science and Health,0.0
7.19,5.14,6.26,6.6,9.49,E,Male,116,Environmental Science and Health,5655.66
6.47,3.3,7.63,5.69,8.71,C,M,165,Engineering,0.0
6.43,3.95,4.13,8.61,5.85,D,Female,241,Engineering,0.0
6.53,6.28,8.04,4.39,8.66,E,M,115,Public Relations and Administration,0.0
3.63,4.78,7.97,5.18,5.66,E,F,165,Environmental Science and Health,0.0
8.35,7.35,8.58,4.22,6.91,C,Male,116,Economics,0.0
8.28,5.53,6.88,3.84,5.78,A,F,165,Environmental Science and Health,0.0
4.22,5.49,5.87,6.76,7.75,D,Female,165,Environmental Science and Health,0.0
6.88,8.07,5.36,4.61,6.34,D,Male,116,Engineering,12851.7
6.67,3.85,7.83,7.02,8.11,D,F,115,Public Relations and Administration,0.0
5.86,7.51,6.5,7.46,5.85,D,F,165,Art,0.0
6.31,4.87,3.5,5.46,6.63,C,Female,116,Economics,13156.99
3.15,7.99,4.06,5.67,8.58,A,M,115,Economics,0.0
8.66,4.35,6.63,7.38,8.64,D,F,241,Engineering,0.0
8.66,6.5,4.82,5.57,9.4,D,M,165,Art,0.0
7.2,7.57,3.99,4.38,6.23,C,F,115,Aeronautics and Aviation Science,151.56
5.8,3.97,8.18,5.07,8.92,D,M,165,Environmental Science and Health,12638.11
3.93,3.46,8.17,4.36,4.96,E,M,165,Art,0.0
8.91,3.42,3.59,6.65,4.42,B,F,115,Engineering,6220.4
6.9,6.79,5.44,8.76,7.95,B,Female,115,Economics,0.0
6.12,6.45,5.57,4.14,5.86,A,Female,116,Art,0.0
3.41,7.34,7.09,4.41,7.59,E,Male,116,Environmental Science and Health,0.0
7.61,6.64,5.42,6.73,4.86,C,Female,165,Environmental Science and Health,8225.68
5.31,7.75,7.41,5.54,6.71,C,F,241,Engineering,0.0
4.0,7.89,3.88,7.61,5.14,C,Female,116,Environmental Science and Health,0.0
7.58,3.27,3.77,8.37,5.27,A,F,165,Engineering,0.0
8.08,3.67,5.57,6.63,4.95,C,M,116,Engineering,0.0
4.59,7.07,4.03,4.77,8.83,C,Female,241,Economics,0.0
4.7,5.51,6.95,6.53,8.25,B,F,241,Environmental Science and Health,0.0
4.36,5.05,6.11,8.55,4.56,E,Female,165,Engineering,13224.46
4.0,7.75,7.92,4.77,9.04,C,Male,115,Environmental Science and Health,10577.34
7.73,4.69,5.98,7.7,9.47,C,F,241,Environmental Science and Health,0.0
8.47,3.9,5.77,8.4,6.78,C,M,241,Public Relations and Administration,4058.85
6.67,7.09,5.86,8.41,7.04,A,Male,165,Engineering,0.0
7.38,7.31,6.1,7.33,4.31,D,Male,115,Public Relations and Administration,0.0
7.45,5.97,7.6,7.98,7.22,D,F,165,Public Relations and Administration,8804.43
4.09,4.91,8.69,4.14,9.15,B,Female,165,Engineering,0.0
3.49,4.07,4.91,6.37,9.36,A,Male,165,Engineering,0.0
6.16,3.76,4.31,6.94,4.62,E,Female,241,Public Relations and Administration,1758.82
5.34,5.81,6.13,6.1,4.12,C,M,241,Environmental Science and Health,9361.96
3.28,6.07,4.83,6.05,6.94,A,Female,165,Public Relations and Administration,0.0
5.06,4.62,6.2,5.03,7.95,C,F,116,Aeronautics and Aviation Science,0.0
8.58,4.82,6.98,6.82,7.4,C,Male,115,Economics,0.0
5.61,7.8,7.65,6.64,7.8,A,F,241,Engineering,7079.4
6.46,4.4,4.11,7.32,7.21,B,Female,165,Aeronautics and Aviation Science,0.0
6.14,6.53,8.0,3.65,4.33,E,F,241,Public Relations and Administration,0.0
5.03,6.82,3.98,8.3,8.25,A,Female,116,Environmental Science and Health,8022.07
3.07,5.77,3.56,4.27,8.42,C,F,116,Engineering,3623.51
4.26,6.15,8.5,4.75,7.73,A,F,115,Public Relations and Administration,0.0
8.87,4.33,6.15,6.64,6.3,B,Male,115,Public Relations and Administration,0.0
4.61,4.99,6.76,5.02,9.06,B,F,115,Engineering,0.0
7.83,7.19,7.54,5.08,7.41,E,Male,116,Environmental Science and Health,13824.62
4.55,5.47,6.18,6.73,8.4,C,Female,115,Economics,0.0
6.31,3.45,5.74,4.15,9.57,E,F,116,Economics,0.0
7.16,5.91,8.34,5.11,4.29,D,M,241,Public Relations and Administration,0.0
7.82,4.19,3.91,3.95,6.61,B,F,165,Engineering,0.0
4.12,3.54,6.45,5.02,4.74,D,Male,115,Aeronautics and Aviation Science,0.0
8.96,3.74,8.06,4.06,6.79,B,Male,116,Aeronautics and Aviation Science,0.0
4.03,4.78,5.35,4.09,4.13,B,F,165,Aeronautics and Aviation Science,0.0
3.08,3.75,7.53,6.0,5.47,D,M,116,Public Relations and Administration,0.0
8.03,5.01,6.07,3.7,5.35,D,M,116,Aeronautics and Aviation Science,0.0
5.13,3.83,8.14,4.42,5.86,B,Female,115,Aeronautics and Aviation Science,0.0
3.64,6.61,7.35,4.17,4.28,C,M,241,Environmental Science and Health,0.0
3.41,7.13,8.33,6.77,4.1,C,Female,165,Environmental Science and Health,0.0
6.49,6.38,7.5,7.0,9.34,D,F,115,Environmental Science and Health,0.0
6.4,5.47,6.95,4.92,4.87,E,Female,165,Aeronautics and Aviation Science,7162.48
8.64,5.54,3.94,6.79,6.4,C,F,115,Aeronautics and Aviation Science,0.0
4.86,3.4,4.99,7.83,8.7,B,F,241,Aeronautics and Aviation Science,0.0
8.45,4.24,6.94,6.97,6.97,D,Male,116,Public Relations and Administration,6813.3
2.91,7.44,4.4,5.12,4.54,A,M,165,Economics,0.0
6.58,5.16,8.44,5.02,5.63,C,M,116,Economics,0.0
4.66,6.15,7.15,4.73,4.76,D,Male,165,Engineering,0.0
8.66,6.13,3.77,5.45,8.58,D,M,241,Environmental Science and Health,0.0
5.8,5.68,7.28,3.53,4.12,D,F,116,Economics,0.0
4.51,7.02,8.51,8.45,6.19,D,Male,241,Engineering,7744.57
3.45,4.74,6.35,4.41,6.06,A,F,115,Art,2462.37
2.96,7.13,5.06,6.56,5.34,E,F,165,Art,0.0
8.41,7.26,6.73,8.78,7.9,D,M,165,Public Relations and Administration,0.0
3.85,7.11,5.48,4.8,6.9,B,Male,115,Public Relations and Administration,9530.94
2.97,7.44,5.48,8.66,9.46,C,M,115,Economics,9736.01
6.44,5.61,3.58,7.8,9.19,C,M,165,Aeronautics and Aviation Science,0.0
7.52,4.41,4.04,8.67,5.99,D,F,116,Public Relations and Administration,0.0
7.22,6.56,5.68,8.56,9.49,E,Male,165,Aeronautics and Aviation Science,8588.73
8.65,5.68,5.12,6.06,6.64,B,Male,165,Environmental Science and Health,0.0
2.9,5.95,6.38,6.17,7.93,D,Male,165,Art,10542.46
5.55,8.16,5.45,7.27,9.68,C,M,165,Public Relations and Administration,0.0
4.38,8.06,3.81,6.64,8.14,C,Female,165,Economics,0.0
3.54,6.0,6.64,7.71,5.13,B,Female,241,Economics,0.0
6.6,4.77,4.84,7.26,4.42,B,Female,115,Environmental Science and Health,0.0
4.04,6.97,8.18,8.25,7.83,C,F,165,Art,2766.89
8.48,5.45,3.78,8.27,8.66,C,F,165,Aeronautics and Aviation Science,0.0
3.63,3.31,7.57,5.57,5.63,E,F,115,Public Relations and Administration,15158.76
3.16,7.06,5.69,8.37,5.18,A,Female,115,Art,13121.77
5.08,4.93,4.44,8.74,4.3,C,M,165,Aeronautics and Aviation Science,0.0
6.2,6.0,7.77,4.46,7.64,E,Female,241,Economics,12001.59
4.21,5.68,6.34,4.18,6.46,E,Male,241,Economics,0.0
4.62,8.11,3.96,3.72,5.8,D,F,241,Public Relations and Administration,0.0
6.1,3.82,4.81,6.1,6.37,D,M,116,Environmental Science and Health,8721.14
4.42,7.24,5.24,6.22,9.07,B,M,115,Economics,0.0
5.96,3.29,7.72,4.51,6.33,C,F,116,Environmental Science and Health,0.0
5.03,6.21,7.76,3.94,9.47,C,Female,165,Environmental Science and Health,13251.23
4.61,6.45,6.25,6.2,6.13,B,Male,116,Environmental Science and Health,0.0
4.67,4.37,7.14,7.51,7.79,C,F,115,Public Relations and Administration,0.0
8.36,5.46,7.27,7.54,4.91,C,M,115,Economics,0.0
3.73,5.32,8.68,7.72,6.04,C,M,165,Engineering,11077.41
6.29,7.31,5.0,5.82,5.41,C,M,115,Engineering,8203.49
7.01,3.56,4.61,4.42,5.53,E,Male,115,Aeronautics and Aviation Science,1364.6
5.97,5.18,4.19,4.15,8.41,D,Male,116,Environmental Science and Health,0.0
8.18,4.14,5.92,4.6,4.09,C,M,241,Engineering,0.0
7.21,4.68,7.84,7.58,5.57,C,M,115,Public Relations and Administration,11197.69
8.39,4.73,3.62,6.55,4.89,C,M,165,Aeronautics and Aviation Science,0.0
7.92,7.1,6.54,4.77,7.52,C,M,165,Aeronautics and Aviation Science,0.0
5.5,5.65,7.3,6.32,8.58,A,Male,115,Environmental Science and Health,0.0
3.07,3.33,5.0,4.75,6.73,B,Male,116,Environmental Science and Health,0.0
7.91,7.01,4.88,7.27,8.22,C,Male,115,Engineering,245.1
2.89,4.0,3.84,3.5,5.37,C,F,116,Aeronautics and Aviation Science,1505.63
4.41,6.74,6.19,4.78,6.84,B,Female,165,Public Relations and Administration,0.0
7.42,7.93,4.32,7.27,4.06,D,Female,115,Engineering,0.0
6.62,5.74,4.27,4.24,8.86,E,M,241,Art,0.0
6.84,6.18,4.61,7.74,7.37,C,Male,165,Public Relations and Administration,0.0
5.78,5.44,5.63,5.88,8.66,E,F,165,Art,0.0
7.95,5.59,7.9,8.94,8.3,C,Female,165,Environmental Science and Health,2383.99
4.9,5.61,8.65,8.94,8.03,D,F,116,Engineering,0.0
7.3,4.36,3.61,4.48,7.72,B,Male,241,Engineering,9265.67
5.23,7.28,3.88,6.34,4.33,D,M,241,Economics,0.0
7.6,6.23,4.93,4.86,7.92,C,Male,241,Public Relations and Administration,0.0
7.62,4.84,3.55,7.48,4.67,C,Female,165,Art,0.0
3.01,5.23,4.91,5.87,6.06,A,Female,165,Economics,0.0
3.09,5.99,4.24,8.19,8.66,B,M,165,Aeronautics and Aviation Science,1153.06
8.45,5.79,5.56,7.84,7.25,B,M,165,Engineering,12847.6
4.72,3.32,5.52,8.37,4.86,D,Female,241,Economics,4325.81
3.35,7.56,5.5,5.3,5.82,E,Female,165,Environmental Science and Health,2430.75
6.76,7.22,6.42,7.69,5.3,E,F,115,Engineering,0.0
6.14,7.06,6.67,6.58,7.63,D,Female,115,Engineering,3189.69
3.94,4.9,7.78,8.14,7.85,C,M,116,Economics,0.0
7.05,6.83,3.89,5.53,6.44,D,M,116,Art,0.0
5.92,4.27,8.69,7.03,9.18,C,Female,241,Economics,0.0
6.49,8.08,7.31,3.82,9.26,D,M,241,Engineering,8337.69
